Id,Channel Identifier,Abs. Time,Sender,Message,ID,Avatar,
38802,GSL_G.4_main_1,1701113884703,P.46,hbu for you,"""P.46_P.48""",179220,racoon.png
38803,GSL_G.4_main_1,1701113885125,P.48,so valid,"""P.46_P.48""",808558,bear.png
38804,GSL_G.4_main_1,1701113889501,P.40,it is kind of overwhelming to have lke 7  convos going but you get the hang of it tho dpeneds on the flow,"""P.40_P.48""",126757,fox.png
38805,GSL_G.4_main_1,1701113894170,P.47,food is just a good conversation starter,"""P.46_P.47""",46657,dog.png
38806,GSL_G.4_main_1,1701113894400,P.48,agreed i needed like a reset button,"""P.46_P.48""",808558,bear.png
38807,GSL_G.4_main_1,1701113898079,P.46,lol,"""P.46_P.47""",179220,racoon.png
38808,GSL_G.4_main_1,1701113900501,P.44,It's like they're making the freshman 15 mandatory,"""P.41_P.44""",481521,monkey.png
38809,GSL_G.4_main_1,1701113901222,P.46,yes so true,"""P.46_P.47""",179220,racoon.png
38810,GSL_G.4_main_1,1701113901362,P.43,the labs in astronomy or like the survey lab things for psych?,"""P.43_P.46""",396840,dog2.png
38811,GSL_G.4_main_1,1701113901802,P.48,i love college but whoosh it was a lot,"""P.46_P.48""",808558,bear.png
38812,GSL_G.4_main_1,1701113905803,P.48,i think ive got whiplash,"""P.46_P.48""",808558,bear.png
38813,GSL_G.4_main_1,1701113907193,P.40,you lke bacon,"""P.40_P.41""",126757,fox.png
38814,GSL_G.4_main_1,1701113914483,P.42,chill,"""P.42_P.43""",685701,moose.png
38815,GSL_G.4_main_1,1701113919257,P.42,where you from,"""P.42_P.43""",685701,moose.png
38816,GSL_G.4_main_1,1701113919453,P.46,i might actualoly go to o hill after this,"""P.46_P.47""",179220,racoon.png
38817,GSL_G.4_main_1,1701113921588,P.39,id get too tired,"""P.39_P.48""",960096,rabbit.png
38818,GSL_G.4_main_1,1701113921611,P.40,ehtnic wise or US wise,"""P.40_P.42""",126757,fox.png
38819,GSL_G.4_main_1,1701113926606,P.47,LOL,"""P.46_P.47""",46657,dog.png
38820,GSL_G.4_main_1,1701113931730,P.40,tamales,"""P.40_P.43""",126757,fox.png
38821,GSL_G.4_main_1,1701113934002,P.43,"No I don't, what's their best song I'll listen to it","""P.43_P.47""",396840,dog2.png
38822,GSL_G.4_main_1,1701113936895,P.47,steal some bananas for later,"""P.46_P.47""",46657,dog.png
38823,GSL_G.4_main_1,1701113939264,P.44,Damn good luck with calc 2,"""P.43_P.44""",481521,monkey.png
38824,GSL_G.4_main_1,1701113941414,P.41,Thai Food probably,"""P.41_P.47""",705965,Pig.png
38825,GSL_G.4_main_1,1701113947991,P.46,oh really that actually really nice,"""P.45_P.46""",179220,racoon.png
38826,GSL_G.4_main_1,1701113951615,P.41,Or Indian,"""P.41_P.47""",705965,Pig.png
38827,GSL_G.4_main_1,1701113952030,P.44,That's the only class that's actually put me to sleep,"""P.43_P.44""",481521,monkey.png
38828,GSL_G.4_main_1,1701113956014,P.40,lmaooo,"""P.40_P.44""",126757,fox.png
38829,GSL_G.4_main_1,1701113960872,P.41,Wbu,"""P.41_P.47""",705965,Pig.png
38830,GSL_G.4_main_1,1701113966033,P.48,yeah lmaoo thats why i have notifs on my phone turned off bahah,"""P.40_P.48""",808558,bear.png
38831,GSL_G.4_main_1,1701113968935,P.46,lol,"""P.40_P.46""",179220,racoon.png
38832,GSL_G.4_main_1,1701113972946,P.40,i dont want to give you a ptsd episode,"""P.40_P.44""",126757,fox.png
38833,GSL_G.4_main_1,1701113977372,P.43,yeah I don't know too much about dogs either,"""P.43_P.48""",396840,dog2.png
38834,GSL_G.4_main_1,1701113981126,P.46,snickers is my favorite as well,"""P.40_P.46""",179220,racoon.png
38835,GSL_G.4_main_1,1701113985130,P.48,all the groupmes for the university clubs got me so overwhelmed at the beginning of the semester,"""P.40_P.48""",808558,bear.png
38836,GSL_G.4_main_1,1701113985903,P.45,how much longer is this,"""P.45_P.46""",329600,fox2.png
38837,GSL_G.4_main_1,1701113987240,P.47,"my personal favorite is ""beautiful stranger"" but her popular songs are like ""from the start"" and ""falling behind""","""P.43_P.47""",46657,dog.png
38838,GSL_G.4_main_1,1701113989647,P.40,"one krabby patty, hold the mayonnaise","""P.40_P.45""",126757,fox.png
38839,GSL_G.4_main_1,1701113994758,P.43,what are some things you like to do in your free time?,"""P.43_P.48""",396840,dog2.png
38840,GSL_G.4_main_1,1701113997444,P.46,i don't think i have ever had life saver gummies before,"""P.40_P.46""",179220,racoon.png
38841,GSL_G.4_main_1,1701113998396,P.48,lolllll,"""P.43_P.48""",808558,bear.png
38842,GSL_G.4_main_1,1701114001733,P.47,mine would be pho,"""P.41_P.47""",46657,dog.png
38843,GSL_G.4_main_1,1701114004135,P.48,music,"""P.43_P.48""",808558,bear.png
38844,GSL_G.4_main_1,1701114004486,P.40,whaaa,"""P.40_P.46""",126757,fox.png
38845,GSL_G.4_main_1,1701114004575,P.46,is it like sour patch kids?,"""P.40_P.46""",179220,racoon.png
38846,GSL_G.4_main_1,1701114005142,P.43,that sounds fire,"""P.40_P.43""",396840,dog2.png
38847,GSL_G.4_main_1,1701114007234,P.40,try em,"""P.40_P.46""",126757,fox.png
38848,GSL_G.4_main_1,1701114007590,P.47,what type of thai food,"""P.41_P.47""",46657,dog.png
38849,GSL_G.4_main_1,1701114015710,P.43,"I'm from caroline county, VA","""P.42_P.43""",396840,dog2.png
38850,GSL_G.4_main_1,1701114015713,P.45,whats in a krabby patty,"""P.40_P.45""",329600,fox2.png
38851,GSL_G.4_main_1,1701114016639,P.44,Well the trauma is occurring rn,"""P.40_P.44""",481521,monkey.png
38852,GSL_G.4_main_1,1701114017026,P.46,lol maybe i will,"""P.40_P.46""",179220,racoon.png
38853,GSL_G.4_main_1,1701114017210,P.43,wby,"""P.42_P.43""",396840,dog2.png
38854,GSL_G.4_main_1,1701114017767,P.40,no they're just sweet,"""P.40_P.46""",126757,fox.png
38855,GSL_G.4_main_1,1701114024524,P.46,oh really ok,"""P.40_P.46""",179220,racoon.png
38856,GSL_G.4_main_1,1701114026102,P.48,ive actually written some songs and am gonna try to release an EP in abt a year,"""P.43_P.48""",808558,bear.png
38857,GSL_G.4_main_1,1701114027737,P.41,Oooooh pho is soo good,"""P.41_P.47""",705965,Pig.png
38858,GSL_G.4_main_1,1701114033518,P.48,hbu,"""P.43_P.48""",808558,bear.png
38859,GSL_G.4_main_1,1701114034585,P.44,And the buffalo chicken mac was consumed 3 hrs ago,"""P.40_P.44""",481521,monkey.png
38860,GSL_G.4_main_1,1701114036791,P.42,whereever,"""P.40_P.42""",685701,moose.png
38861,GSL_G.4_main_1,1701114039412,P.47,omg you like pho!?!?,"""P.41_P.47""",46657,dog.png
38862,GSL_G.4_main_1,1701114039856,P.46,reset button-exactly,"""P.46_P.48""",179220,racoon.png
38863,GSL_G.4_main_1,1701114042294,P.43,I've been doing great in there i got As on both exams so far,"""P.43_P.44""",396840,dog2.png
38864,GSL_G.4_main_1,1701114043328,P.48,rlyyy,"""P.39_P.48""",808558,bear.png
38865,GSL_G.4_main_1,1701114043510,P.44,I'm fighting demons,"""P.40_P.44""",481521,monkey.png
38866,GSL_G.4_main_1,1701114043933,P.40,i wanna go to a foreign store like one of those asian stores and try all teh weird candies they got,"""P.40_P.46""",126757,fox.png
38867,GSL_G.4_main_1,1701114046106,P.42,charlottesville myself,"""P.42_P.43""",685701,moose.png
38868,GSL_G.4_main_1,1701114049929,P.47,i absolutely love people who love pho,"""P.41_P.47""",46657,dog.png
38869,GSL_G.4_main_1,1701114052578,P.43,my philosophy class is killing me though its so boring,"""P.43_P.44""",396840,dog2.png
38870,GSL_G.4_main_1,1701114055706,P.46,lmaoo im right there with you on that,"""P.46_P.48""",179220,racoon.png
38871,GSL_G.4_main_1,1701114057398,P.40,ive done it once it was like woooahh wtff,"""P.40_P.46""",126757,fox.png
38872,GSL_G.4_main_1,1701114067690,P.48,i feel like id be up at that time anyway doing work or whatnot so im not losing sleep i suppose,"""P.39_P.48""",808558,bear.png
38873,GSL_G.4_main_1,1701114069367,P.48,idk,"""P.39_P.48""",808558,bear.png
38874,GSL_G.4_main_1,1701114071055,P.43,okay cool,"""P.43_P.47""",396840,dog2.png
38875,GSL_G.4_main_1,1701114072040,P.46,College is fun but some spots got me really tired fs,"""P.46_P.48""",179220,racoon.png
38876,GSL_G.4_main_1,1701114072350,P.48,do you not stay up late,"""P.39_P.48""",808558,bear.png
38877,GSL_G.4_main_1,1701114072433,P.41,Yes pho is great haha,"""P.41_P.47""",705965,Pig.png
38878,GSL_G.4_main_1,1701114082835,P.46,lmaoo will do,"""P.46_P.47""",179220,racoon.png
38879,GSL_G.4_main_1,1701114086224,P.47,what are your favorite songs?,"""P.43_P.47""",46657,dog.png
38880,GSL_G.4_main_1,1701114087817,P.48,ofc,"""P.46_P.48""",808558,bear.png
38881,GSL_G.4_main_1,1701114090235,P.46,im gonna grab like 3,"""P.46_P.47""",179220,racoon.png
38882,GSL_G.4_main_1,1701114093205,P.47,right it's so good,"""P.41_P.47""",46657,dog.png
38883,GSL_G.4_main_1,1701114093229,P.43,do you have a spotify?,"""P.43_P.48""",396840,dog2.png
38884,GSL_G.4_main_1,1701114093253,P.48,its been a lot of 2 am nights for me bahaha,"""P.46_P.48""",808558,bear.png
38885,GSL_G.4_main_1,1701114097582,P.44,Damn good for you,"""P.43_P.44""",481521,monkey.png
38886,GSL_G.4_main_1,1701114099118,P.41,Thai food for me gotta be pad thai or chicken satay,"""P.41_P.47""",705965,Pig.png
38887,GSL_G.4_main_1,1701114100542,P.47,do you like korean food,"""P.41_P.47""",46657,dog.png
38888,GSL_G.4_main_1,1701114100939,P.43,and what kind of music do you make,"""P.43_P.48""",396840,dog2.png
38889,GSL_G.4_main_1,1701114108580,P.47,pad thai is a good choice,"""P.41_P.47""",46657,dog.png
38890,GSL_G.4_main_1,1701114113486,P.46,my roomate is gonna be like what and then i will tell what i learned,"""P.46_P.47""",179220,racoon.png
38891,GSL_G.4_main_1,1701114115282,P.47,i like pad see eaw,"""P.41_P.47""",46657,dog.png
38892,GSL_G.4_main_1,1701114118520,P.48,more library homework runs than parties but both contribute pfft,"""P.46_P.48""",808558,bear.png
38893,GSL_G.4_main_1,1701114119997,P.44,I don't think I could make it through a philo lecture,"""P.43_P.44""",481521,monkey.png
38894,GSL_G.4_main_1,1701114120034,P.39,prob like midnight or 1 so not that early just wouldn't want tio work out then,"""P.39_P.48""",960096,rabbit.png
38895,GSL_G.4_main_1,1701114128657,P.47,LOL,"""P.46_P.47""",46657,dog.png
38896,GSL_G.4_main_1,1701114132632,P.48,no i dont im sorta just starting hehe,"""P.43_P.48""",808558,bear.png
38897,GSL_G.4_main_1,1701114139027,P.41,So good,"""P.41_P.47""",705965,Pig.png
38898,GSL_G.4_main_1,1701114139664,P.48,currently i identify it as sad,"""P.43_P.48""",808558,bear.png
38899,GSL_G.4_main_1,1701114144238,P.46,bro yeah i have been at clark so much def more recently than before,"""P.46_P.48""",179220,racoon.png
38900,GSL_G.4_main_1,1701114145006,P.40,nooo,"""P.40_P.47""",126757,fox.png
38901,GSL_G.4_main_1,1701114145028,P.40,nooo,"""P.40_P.47""",126757,fox.png
38902,GSL_G.4_main_1,1701114145037,P.40,i am sorry,"""P.40_P.47""",126757,fox.png
38903,GSL_G.4_main_1,1701114145773,P.43,yeah I just hate that class,"""P.43_P.44""",396840,dog2.png
38904,GSL_G.4_main_1,1701114146307,P.48,but ig itd be considered pop,"""P.43_P.48""",808558,bear.png
38905,GSL_G.4_main_1,1701114147982,P.41,Yeah Korean BBQ is fire,"""P.41_P.47""",705965,Pig.png
38906,GSL_G.4_main_1,1701114147989,P.48,pop sad,"""P.43_P.48""",808558,bear.png
38907,GSL_G.4_main_1,1701114149823,P.48,sad pop,"""P.43_P.48""",808558,bear.png
38908,GSL_G.4_main_1,1701114153554,P.47,YESSS,"""P.41_P.47""",46657,dog.png
38909,GSL_G.4_main_1,1701114158403,P.44,Is it an intro class?,"""P.43_P.44""",481521,monkey.png
38910,GSL_G.4_main_1,1701114161542,P.43,yeah,"""P.43_P.44""",396840,dog2.png
38911,GSL_G.4_main_1,1701114167294,P.47,i miss korean food now,"""P.41_P.47""",46657,dog.png
38912,GSL_G.4_main_1,1701114168250,P.46,but both have been contributors to my sleep schedule being out of whack,"""P.46_P.48""",179220,racoon.png
38913,GSL_G.4_main_1,1701114168780,P.41,Hahaha,"""P.41_P.44""",705965,Pig.png
38914,GSL_G.4_main_1,1701114168852,P.48,clark is soooooo nice tho,"""P.46_P.48""",808558,bear.png
38915,GSL_G.4_main_1,1701114174738,P.40,virtual hug,"""P.40_P.47""",126757,fox.png
38916,GSL_G.4_main_1,1701114174954,P.46,ik i love clark,"""P.46_P.48""",179220,racoon.png
38917,GSL_G.4_main_1,1701114174982,P.47,actually i just miss good food now :(,"""P.41_P.47""",46657,dog.png
38918,GSL_G.4_main_1,1701114176309,P.41,Yeah deadass,"""P.41_P.44""",705965,Pig.png
38919,GSL_G.4_main_1,1701114177516,P.43,what are some things you like to do in your free time?,"""P.43_P.44""",396840,dog2.png
38920,GSL_G.4_main_1,1701114182299,P.48,yk the gray chair they have down on the second floor,"""P.46_P.48""",808558,bear.png
38921,GSL_G.4_main_1,1701114182609,P.44,Oh sweet I'll definitely check it out then,"""P.44_P.47""",481521,monkey.png
38922,GSL_G.4_main_1,1701114184991,P.41,No literally,"""P.41_P.47""",705965,Pig.png
38923,GSL_G.4_main_1,1701114185723,P.47,LOL,"""P.40_P.47""",46657,dog.png
38924,GSL_G.4_main_1,1701114188013,P.40,yeeh exaccltyy,"""P.40_P.48""",126757,fox.png
38925,GSL_G.4_main_1,1701114188042,P.48,or the blue chair,"""P.46_P.48""",808558,bear.png
38926,GSL_G.4_main_1,1701114191142,P.48,i adore thoseeee,"""P.46_P.48""",808558,bear.png
38927,GSL_G.4_main_1,1701114193107,P.41,Haven't had a veggie in months,"""P.41_P.47""",705965,Pig.png
38928,GSL_G.4_main_1,1701114193305,P.47,it's ok,"""P.40_P.47""",46657,dog.png
38929,GSL_G.4_main_1,1701114196860,P.46,oh really,"""P.40_P.46""",179220,racoon.png
38930,GSL_G.4_main_1,1701114202185,P.48,valid,"""P.39_P.48""",808558,bear.png
38931,GSL_G.4_main_1,1701114204940,P.46,is there ones in charlottesville,"""P.40_P.46""",179220,racoon.png
38932,GSL_G.4_main_1,1701114206323,P.43,rn I've been listening to brent faiyaz new album a lot,"""P.43_P.47""",396840,dog2.png
38933,GSL_G.4_main_1,1701114207247,P.40,ok come back,"""P.39_P.40""",126757,fox.png
38934,GSL_G.4_main_1,1701114209473,P.47,that question actually cracked me up though HAH,"""P.40_P.47""",46657,dog.png
38935,GSL_G.4_main_1,1701114214050,P.48,middle of the day is the best time anyway bc it's when there's fewest amount of ppl,"""P.39_P.48""",808558,bear.png
38936,GSL_G.4_main_1,1701114219106,P.44,Yeah definitely,"""P.44_P.46""",481521,monkey.png
38937,GSL_G.4_main_1,1701114220099,P.48,everyone goes at 11 pm baha,"""P.39_P.48""",808558,bear.png
38938,GSL_G.4_main_1,1701114220338,P.40,wilson lo siento wilson,"""P.39_P.40""",126757,fox.png
38939,GSL_G.4_main_1,1701114220598,P.46,sorry labs in astronomy,"""P.43_P.46""",179220,racoon.png
38940,GSL_G.4_main_1,1701114221385,P.47,oh my,"""P.41_P.47""",46657,dog.png
38941,GSL_G.4_main_1,1701114224204,P.47,that is terrible,"""P.41_P.47""",46657,dog.png
38942,GSL_G.4_main_1,1701114226834,P.43,my favorite off of it is outside all night,"""P.43_P.47""",396840,dog2.png
38943,GSL_G.4_main_1,1701114233631,P.40,how about bbq pork ribs,"""P.40_P.41""",126757,fox.png
38944,GSL_G.4_main_1,1701114233979,P.41,Love it,"""P.40_P.41""",705965,Pig.png
38945,GSL_G.4_main_1,1701114238866,P.44,Fortunately I have approximately 0 foresight so that's a later problem,"""P.44_P.46""",481521,monkey.png
38946,GSL_G.4_main_1,1701114239390,P.46,ooooo yes i do those are great,"""P.46_P.48""",179220,racoon.png
38947,GSL_G.4_main_1,1701114241116,P.41,On my cannibal type shit,"""P.40_P.41""",705965,Pig.png
38948,GSL_G.4_main_1,1701114244254,P.47,oooo ill have to check that out,"""P.43_P.47""",46657,dog.png
38949,GSL_G.4_main_1,1701114245072,P.43,oh that's cool is it like a group or just you?,"""P.43_P.48""",396840,dog2.png
38950,GSL_G.4_main_1,1701114253785,P.40,i was born in nova,"""P.40_P.42""",126757,fox.png
38951,GSL_G.4_main_1,1701114254051,P.41,Yes its so bad,"""P.41_P.47""",705965,Pig.png
38952,GSL_G.4_main_1,1701114254798,P.46,I love the desks by the windows on the lower levels,"""P.46_P.48""",179220,racoon.png
38953,GSL_G.4_main_1,1701114254841,P.44,I'm into a lot of outdoors things when I have time,"""P.43_P.44""",481521,monkey.png
38954,GSL_G.4_main_1,1701114258062,P.43,you should for sure,"""P.43_P.47""",396840,dog2.png
38955,GSL_G.4_main_1,1701114260679,P.46,i get so much work done there,"""P.46_P.48""",179220,racoon.png
38956,GSL_G.4_main_1,1701114261982,P.40,ehtnic wise my family from el salvador,"""P.40_P.42""",126757,fox.png
38957,GSL_G.4_main_1,1701114264792,P.39,yup makes sense,"""P.39_P.48""",960096,rabbit.png
38958,GSL_G.4_main_1,1701114269625,P.40,yeeh mane,"""P.40_P.43""",126757,fox.png
38959,GSL_G.4_main_1,1701114272285,P.48,those are nice too thats where i go if i dont get the chairs,"""P.46_P.48""",808558,bear.png
38960,GSL_G.4_main_1,1701114272484,P.47,but hey! at least we going back home in three weeks,"""P.41_P.47""",46657,dog.png
38961,GSL_G.4_main_1,1701114273404,P.40,you had some before?,"""P.40_P.43""",126757,fox.png
38962,GSL_G.4_main_1,1701114273735,P.43,pretty easy at the ones I went to the TA just told us all the answers,"""P.43_P.46""",396840,dog2.png
38963,GSL_G.4_main_1,1701114278447,P.48,i love enclosed spaces,"""P.46_P.48""",808558,bear.png
38964,GSL_G.4_main_1,1701114280727,P.48,helps me focus sm,"""P.46_P.48""",808558,bear.png
38965,GSL_G.4_main_1,1701114281335,P.46,lmaoo almost done bro,"""P.45_P.46""",179220,racoon.png
38966,GSL_G.4_main_1,1701114285736,P.46,i need food im so hungry,"""P.45_P.46""",179220,racoon.png
38967,GSL_G.4_main_1,1701114287005,P.43,oh nice I like the outdoors too,"""P.43_P.44""",396840,dog2.png
38968,GSL_G.4_main_1,1701114287777,P.48,have you studied at student health and wellness,"""P.46_P.48""",808558,bear.png
38969,GSL_G.4_main_1,1701114292296,P.48,tehres a little egg chair w a wall,"""P.46_P.48""",808558,bear.png
38970,GSL_G.4_main_1,1701114293270,P.47,it was fun talking with you!,"""P.43_P.47""",46657,dog.png
38971,GSL_G.4_main_1,1701114294561,P.41,So true,"""P.41_P.47""",705965,Pig.png
38972,GSL_G.4_main_1,1701114297323,P.46,lol,"""P.43_P.46""",179220,racoon.png
38973,GSL_G.4_main_1,1701114297462,P.43,yes at a restaurant,"""P.40_P.43""",396840,dog2.png
38974,GSL_G.4_main_1,1701114299510,P.47,oh shoot,"""P.41_P.47""",46657,dog.png
38975,GSL_G.4_main_1,1701114299884,P.48,i never get more work done anywhere else,"""P.46_P.48""",808558,bear.png
38976,GSL_G.4_main_1,1701114302437,P.40,lmaaoo,"""P.40_P.44""",126757,fox.png
38977,GSL_G.4_main_1,1701114302869,P.47,we running out of time,"""P.41_P.47""",46657,dog.png
38978,GSL_G.4_main_1,1701114305133,P.46,yeah i have the telescope tn,"""P.43_P.46""",179220,racoon.png
38979,GSL_G.4_main_1,1701114305138,P.44,Skiing is my favorite tho,"""P.43_P.44""",481521,monkey.png
38980,GSL_G.4_main_1,1701114307721,P.48,just meeeee hahaha,"""P.43_P.48""",808558,bear.png
38981,GSL_G.4_main_1,1701114309434,P.41,RIP,"""P.41_P.47""",705965,Pig.png
38982,GSL_G.4_main_1,1701114309717,P.40,i can feel them through the screen,"""P.40_P.44""",126757,fox.png
38983,GSL_G.4_main_1,1701114313411,P.47,you were really fun to talk to,"""P.41_P.47""",46657,dog.png
38984,GSL_G.4_main_1,1701114318072,P.45,same,"""P.45_P.46""",329600,fox2.png
38985,GSL_G.4_main_1,1701114319191,P.41,You as well,"""P.41_P.47""",705965,Pig.png
38986,GSL_G.4_main_1,1701114321586,P.43,that ones cool but tbh the big telescope part is kinda underwhelming,"""P.43_P.46""",396840,dog2.png
38987,GSL_G.4_main_1,1701114323033,P.47,honestly the most i talked to from this,"""P.41_P.47""",46657,dog.png
38988,GSL_G.4_main_1,1701114324271,P.48,i have a rly great support group of musician friends tho so ill credit them bc they've started to help me out,"""P.43_P.48""",808558,bear.png
38989,GSL_G.4_main_1,1701114328852,P.41,Yeah me to haha,"""P.41_P.47""",705965,Pig.png
38990,GSL_G.4_main_1,1701114329350,P.43,you too!!,"""P.43_P.47""",396840,dog2.png
38991,GSL_G.4_main_1,1701114330475,P.46,lmaoo yeahhh,"""P.44_P.46""",179220,racoon.png
38992,GSL_G.4_main_1,1701114333390,P.48,bouncing ideas off them and whatnot,"""P.43_P.48""",808558,bear.png
38993,GSL_G.4_main_1,1701114335583,P.47,feel honored LOL jkjk,"""P.41_P.47""",46657,dog.png
39782,GSL_G.5_main_1,1701366105744,P.62,Hi,"""P.62_P.71""",835074,zebra.png
39783,GSL_G.5_main_1,1701366110072,P.66,Yo zeeeeeebs,"""P.62_P.66""",442605,elephant.png
39784,GSL_G.5_main_1,1701366112997,P.60,Whats up,"""P.60_P.61""",752013,panda.png
39785,GSL_G.5_main_1,1701366114572,P.71,Hi!,"""P.61_P.71""",694299,fox.png
39786,GSL_G.5_main_1,1701366116036,P.64,hello how are you,"""P.60_P.64""",674615,dog.png
39787,GSL_G.5_main_1,1701366116042,P.62,Wassup,"""P.62_P.66""",835074,zebra.png
39788,GSL_G.5_main_1,1701366116555,P.66,oink,"""P.63_P.66""",442605,elephant.png
39789,GSL_G.5_main_1,1701366119889,P.71,hi!!,"""P.62_P.71""",694299,fox.png
39790,GSL_G.5_main_1,1701366120388,P.60,Hi,"""P.60_P.69""",752013,panda.png
39791,GSL_G.5_main_1,1701366122878,P.64,hello how are you,"""P.61_P.64""",674615,dog.png
39792,GSL_G.5_main_1,1701366124511,P.62,HI,"""P.62_P.63""",835074,zebra.png
39793,GSL_G.5_main_1,1701366125103,P.64,hello how are you,"""P.62_P.64""",674615,dog.png
39794,GSL_G.5_main_1,1701366127259,P.64,hello how are you,"""P.63_P.64""",674615,dog.png
39795,GSL_G.5_main_1,1701366127393,P.66,Would you say you're a horse?,"""P.66_P.68""",442605,elephant.png
39796,GSL_G.5_main_1,1701366127610,P.68,Hi panda,"""P.60_P.68""",947980,donkey.png
39797,GSL_G.5_main_1,1701366129498,P.61,hi,"""P.60_P.61""",250067,bear.png
39798,GSL_G.5_main_1,1701366129499,P.64,hello how are you,"""P.64_P.66""",674615,dog.png
39799,GSL_G.5_main_1,1701366130342,P.60,Im good how you doing,"""P.60_P.64""",752013,panda.png
39800,GSL_G.5_main_1,1701366131987,P.64,hello how are you,"""P.64_P.67""",674615,dog.png
39801,GSL_G.5_main_1,1701366132798,P.71,I love your avatar,"""P.62_P.71""",694299,fox.png
39802,GSL_G.5_main_1,1701366134436,P.64,hello how are you,"""P.64_P.68""",674615,dog.png
39803,GSL_G.5_main_1,1701366137754,P.64,hello how are you,"""P.64_P.69""",674615,dog.png
39804,GSL_G.5_main_1,1701366139817,P.62,I'm doing well how are you,"""P.62_P.64""",835074,zebra.png
39805,GSL_G.5_main_1,1701366139856,P.64,hello how are you,"""P.64_P.71""",674615,dog.png
39806,GSL_G.5_main_1,1701366140346,P.60,How r u doing,"""P.60_P.61""",752013,panda.png
39807,GSL_G.5_main_1,1701366142079,P.69,hey how are you,"""P.60_P.69""",616497,moose.png
39808,GSL_G.5_main_1,1701366147251,P.60,Hello there donkey,"""P.60_P.68""",752013,panda.png
39809,GSL_G.5_main_1,1701366148316,P.61,good! how are you?,"""P.60_P.61""",250067,bear.png
39810,GSL_G.5_main_1,1701366150481,P.71,i wanted the panda though :(,"""P.62_P.71""",694299,fox.png
39811,GSL_G.5_main_1,1701366152200,P.67,Doing good how are you?,"""P.64_P.67""",234888,rabbit.png
39812,GSL_G.5_main_1,1701366153509,P.60,Im good,"""P.60_P.69""",752013,panda.png
39813,GSL_G.5_main_1,1701366153568,P.62,Thanks! You too,"""P.62_P.71""",835074,zebra.png
39814,GSL_G.5_main_1,1701366153700,P.63,hi i am good,"""P.63_P.64""",56660,Pig.png
39815,GSL_G.5_main_1,1701366155646,P.69,I'm good thanks how are you?,"""P.64_P.69""",616497,moose.png
39816,GSL_G.5_main_1,1701366156474,P.64,pretty good,"""P.60_P.64""",674615,dog.png
39817,GSL_G.5_main_1,1701366156937,P.63,how are you,"""P.63_P.64""",56660,Pig.png
39818,GSL_G.5_main_1,1701366157241,P.68,I would say donkey,"""P.66_P.68""",947980,donkey.png
39819,GSL_G.5_main_1,1701366157937,P.62,I wanted the cat!!!!,"""P.62_P.71""",835074,zebra.png
39820,GSL_G.5_main_1,1701366158206,P.64,finals coming up,"""P.60_P.64""",674615,dog.png
39821,GSL_G.5_main_1,1701366159618,P.71,im good how are you?,"""P.64_P.71""",694299,fox.png
39822,GSL_G.5_main_1,1701366160696,P.60,i like the moose avatar,"""P.60_P.69""",752013,panda.png
39823,GSL_G.5_main_1,1701366161694,P.63,Hiii,"""P.62_P.63""",56660,Pig.png
39824,GSL_G.5_main_1,1701366162254,P.64,pretty good,"""P.62_P.64""",674615,dog.png
39825,GSL_G.5_main_1,1701366164054,P.68,Im good how are you,"""P.64_P.68""",947980,donkey.png
39826,GSL_G.5_main_1,1701366165829,P.66,We're just supposed to mess around for 30 min?,"""P.62_P.66""",442605,elephant.png
39827,GSL_G.5_main_1,1701366166256,P.63,how are you,"""P.62_P.63""",56660,Pig.png
39828,GSL_G.5_main_1,1701366169740,P.67,Hi how’s it going?,"""P.61_P.67""",234888,rabbit.png
39829,GSL_G.5_main_1,1701366171283,P.60,Yeah ik im struggling rn haha,"""P.60_P.64""",752013,panda.png
39830,GSL_G.5_main_1,1701366171771,P.64,calm before the storm of finals,"""P.62_P.64""",674615,dog.png
39831,GSL_G.5_main_1,1701366173168,P.66,"Good, and you?","""P.64_P.66""",442605,elephant.png
39832,GSL_G.5_main_1,1701366175026,P.60,what classes are you taking,"""P.60_P.64""",752013,panda.png
39833,GSL_G.5_main_1,1701366181863,P.62,I'm good how are you,"""P.62_P.63""",835074,zebra.png
39834,GSL_G.5_main_1,1701366181966,P.63,what does an elephant even say :'(,"""P.63_P.66""",56660,Pig.png
39835,GSL_G.5_main_1,1701366182103,P.71,at first I thought the panel on the right was letting us choose our animal i was so excited,"""P.62_P.71""",694299,fox.png
39836,GSL_G.5_main_1,1701366182420,P.64,im alright,"""P.63_P.64""",674615,dog.png
39837,GSL_G.5_main_1,1701366183554,P.69,i appreciate it i definitely chose it,"""P.60_P.69""",616497,moose.png
39838,GSL_G.5_main_1,1701366186690,P.63,meh,"""P.62_P.63""",56660,Pig.png
39839,GSL_G.5_main_1,1701366187386,P.60,"Im good, ready to get finals over with","""P.60_P.61""",752013,panda.png
39840,GSL_G.5_main_1,1701366187617,P.66,You think you're like a squirrel or some type of dog what?,"""P.64_P.66""",442605,elephant.png
39841,GSL_G.5_main_1,1701366187757,P.64,pretty well!!,"""P.64_P.66""",674615,dog.png
39842,GSL_G.5_main_1,1701366187939,P.69,pandas cool too,"""P.60_P.69""",616497,moose.png
39843,GSL_G.5_main_1,1701366187970,P.71,hello!,"""P.69_P.71""",694299,fox.png
39844,GSL_G.5_main_1,1701366188841,P.68,Whats going on,"""P.60_P.68""",947980,donkey.png
